Scrubber 2.00 Method File
10:05:57   2021/05/20

RowCount: 1

Rows:	1
Cols:	 1
Grid:
 0u

Analytes: 1
 1	-1.00	39599	1
 1

Input data:
210519 15:10 Fc=12 - 1_X	210519 15:10 Fc=12 - 1_Y	210519 15:10 Fc=16 - 1_X	210519 15:10 Fc=16 - 1_Y
343.857	-2.988	343.857	-6.729
344.325	-2.995	344.325	-6.725
344.810	-3.000	344.810	-6.714
345.294	-3.003	345.294	-6.706
345.934	-3.007	345.934	-6.696
346.403	-3.005	346.403	-6.688
346.887	-3.004	346.887	-6.690
347.371	-3.004	347.371	-6.688
347.856	-3.003	347.856	-6.682
348.324	-3.001	348.324	-6.677
348.965	-2.997	348.965	-6.672
349.449	-2.999	349.449	-6.674
349.933	-3.002	349.933	-6.670
350.402	-3.009	350.402	-6.667
350.886	-3.022	350.886	-6.673
351.527	-3.040	351.527	-6.685
352.011	-3.055	352.011	-6.697
352.495	-3.069	352.495	-6.710
352.964	-3.072	352.964	-6.716
353.448	-3.082	353.448	-6.720
353.932	-3.090	353.932	-6.718
354.573	-3.089	354.573	-6.713
355.057	-3.079	355.057	-6.701
355.526	-3.074	355.526	-6.691
356.010	-3.063	356.010	-6.675
356.494	-3.055	356.494	-6.657
357.135	-3.040	357.135	-6.635
357.603	-3.025	357.603	-6.623
358.088	-3.011	358.088	-6.609
358.572	-3.010	358.572	-6.599
359.056	-3.015	359.056	-6.593
359.525	-3.023	359.525	-6.582
360.165	-3.038	360.165	-6.569
360.650	-3.040	360.650	-6.554
361.134	-3.047	361.134	-6.539
361.602	-3.047	361.602	-6.519
362.087	-3.052	362.087	-6.506
362.727	-3.044	362.727	-6.486
363.211	-3.036	363.211	-6.467
363.696	-3.029	363.696	-6.457
364.164	-3.017	364.164	-6.450
364.649	-2.999	364.649	-6.443
365.133	-2.981	365.133	-6.431
365.773	-2.955	365.773	-6.421
366.258	-2.932	366.258	-6.405
366.726	-2.913	366.726	-6.400
367.210	-2.906	367.210	-6.390
367.695	-2.898	367.695	-6.379
368.163	-2.889	368.163	-6.363
368.804	-2.880	368.804	-6.344
369.288	-2.882	369.288	-6.332
369.772	-2.880	369.772	-6.320
370.257	-2.887	370.257	-6.316
370.725	-2.890	370.725	-6.314
371.366	-2.890	371.366	-6.306
371.850	-2.900	371.850	-6.301
372.334	-2.902	372.334	-6.299
372.803	-2.909	372.803	-6.296
373.287	-2.914	373.287	-6.298
373.928	-2.918	373.928	-6.296
374.412	-2.930	374.412	-6.305
374.896	-2.935	374.896	-6.311
375.365	-2.939	375.365	-6.313
375.849	-2.938	375.849	-6.314
376.333	-2.949	376.333	-6.318
376.974	-2.952	376.974	-6.324
